id,popularity,budget,revenue,original_title,cast,director,genres,production_companies,vote_average
26123,0.725903,0,0,american pie presents book love,"['eugenelevy', 'bughall', 'kevinmhorton', 'brandonhardesty', 'bethbehrs']",['johnputch'],['comedy'],"['universalpictures', 'capitalartsentertainment']",5.1
17445,0.725654,3500000,0,green lantern first flight,"['christophermeloni', 'victorgarber', 'michaelmadsen', 'triciahelfer', 'johnlarroquette']",['laurenmontgomery'],"['animation', 'sciencefiction', 'action']","['dccomics', 'warnerbrosanimation']",6.2
24056,0.720352,8000000,0,tournament,"['vingrhames', 'robertcarlyle', 'iansomerhalder', 'kellyhu', 'liamcunningham']",['scottmann'],"['horror', 'action', 'thriller']","['sherwoodschwartzproductions', 'mannmadefilms', 'storitel']",5.7
17610,0.717595,60000000,62357900,year one,"['jackblack', 'michaelcera', 'oliviawilde', 'oliverplatt', 'davidcross']",['haroldramis'],"['comedy', 'adventure']","['columbiapictures', 'oceanpictures', 'apatowproductions']",4.5
39800,0.713022,4500000,744816,life wartime,"['allysheedy', 'paulreubens', 'shirleyhenderson', 'allisonjanney', 'michaelkennethwilliams']",['toddsolondz'],"['comedy', 'drama']",['wercwerkworks'],5.1
38448,0.710966,12000000,1644755,ondine,"['colinfarrell', 'alicjabachledacuruå›', 'dervlakirwan', 'alisonbarry', 'marionodwyer']",['neiljordan'],"['drama', 'romance']","['octagonfilms', 'irishfilmboard', 'wayfareentertainment', 'littlewaveproductions', 'startmotionpictures']",6.2
36970,0.6964130000000001,0,19406406,oceans,"['piercebrosnan', 'jacquesperrin', 'riemiyazawa', 'aldobaglio', 'matthiasbrandt']","['jacquesperrin', 'jacquescluzaud']","['documentary', 'family']","['pathã©films', 'canal', 'tpsstar', 'participantmedia', 'francetã©lã©vision']",7.4
14435,0.694443,15000000,100734718,bloody valentine,"['jensenackles', 'jaimeking', 'kerrsmith', 'betsyrue', 'edigathegi']",['patricklussier'],"['mystery', 'horror']",['lionsgate'],5.3
26505,0.691392,87000000,0,arthur et la vengeance de maltazard,"['freddiehighmore', 'miafarrow', 'loganmiller', 'robertstanton', 'pennybalfour']",['lucbesson'],"['adventure', 'fantasy', 'animation', 'family']","['soficaeuropacorp', 'apipoulaã¯', 'avalancheproductions', 'tf1filmsproduction', 'canal']",5.3
105077,0.690602,0,0,battlestar galactica plan,"['edwardjamesolmos', 'deanstockwell', 'michaeltrucco', 'gracepark', 'michaelhogan']",['edwardjamesolmos'],"['sciencefiction', 'action', 'adventure', 'drama']","['davideickproductions', 'rdtv']",6.4
62320,0.688361,0,0,home,"['glennclose', 'yannarthusbertrand', 'jacquesgamblin', 'salmahayek']",['yannarthusbertrand'],['documentary'],"['europacorp', 'elzã©virfilms', 'france2fr2']",7.8
22949,0.6642,35000000,92219310,old dogs,"['robinwilliams', 'johntravolta', 'sethgreen', 'justinlong', 'mattdillon']",['waltbecker'],"['comedy', 'family']","['waltdisneypictures', 'tapestryfilms']",5.2
26715,0.66342,0,199436,bitch slap,"['juliavoth', 'erincummings', 'americaolivo', 'michaelhurst', 'kevinsorbo']",['rickjacobson'],"['drama', 'action', 'comedy', 'thriller', 'crime']","['imglobal', 'bombshellpictures']",4.5
26428,0.661609,70000000,39041505,agora,"['rachelweisz', 'maxminghella', 'oscarisaac', 'ashrafbarhom', 'michaellonsdale']",['alejandroamenã¡bar'],"['adventure', 'drama', 'history']","['himenã³ptero', 'telecincocinema', 'modproducciones', 'nimarstudios', 'canalespaã±a']",6.6
24238,0.654405,8000000,0,mary max,"['tonicollette', 'philipseymourhoffman', 'ericbana', 'barryhumphries', 'bethanywhitmore']",['adamelliot'],"['animation', 'comedy', 'drama']",['icon'],7.5
22821,0.652939,8000000,10629321,boondock saints ii saints day,"['seanpatrickflanery', 'normanreedus', 'billyconnolly', 'cliftoncollinsjr', 'juliebenz']",['troyduffy'],"['action', 'thriller', 'crime']","['chrisbrinkerproductions', 'stage6films']",5.9
11699,0.643829,25000000,10589102,bad lieutenant port call new orleans,"['nicolascage', 'evamendes', 'valkilmer', 'fairuzabalk', 'shawnhatosy']",['wernerherzog'],"['drama', 'crime']","['saturnfilms', 'nuimagefilms', 'edwardrpressmanfilm', 'millenniumfilms', 'polskyfilms']",5.8
8054,0.6431640000000001,30000000,61808775,imaginarium doctor parnassus,"['christopherplummer', 'heathledger', 'johnnydepp', 'judelaw', 'colinfarrell']",['terrygilliam'],"['adventure', 'fantasy', 'mystery']","['infinityfeaturesentertainment', 'davisfilms', 'tã©lã©filmcanada', 'themovienetwork', 'canadianfilmorvideoproductiontaxcreditcptc']",6.2
18476,0.642045,20000000,1017401,horsemen,"['dennisquaid', 'zhangziyi', 'loutaylorpucci', 'cliftoncollinsjr', 'barryshabakahenley']",['jonasã…kerlund'],"['crime', 'drama', 'horror', 'mystery', 'thriller']","['mandatepictures', 'platinumdunes', 'radarpictures']",6.0
4597,0.6300680000000001,20000000,22942221,armored,"['columbusshort', 'laurencefishburne', 'skeetulrich', 'amaurynolasco', 'mattdillon']",['nimrã³dantal'],"['action', 'crime', 'drama', 'thriller']","['screengems', 'starsroadentertainment', 'farahfilmsmanagement', 'buckarooentertainment']",5.6
25769,0.619369,0,5802422,carriers,"['loutaylorpucci', 'chrispine', 'piperperabo', 'emilyvancamp', 'christophermeloni']","['ã€lexpastor', 'davidpastor']","['action', 'drama', 'horror', 'sciencefiction', 'thriller']","['paramountvantage', 'likelystory', 'ivyboyproductions', 'thisisthatproductions']",5.7
30432,0.6179680000000001,10000000,0,larmã©e du crime,"['simonabkarian', 'virginieledoyen', 'robinsonstã©venin', 'lolanaymark', 'adrienjolivet']",['robertguã©diguian'],"['drama', 'foreign', 'history']","['angoaagicoa', 'centrenationaldelacinã©matographie', 'procirep', 'france3cinã©ma', 'canal']",6.7
37269,0.61574,0,0,fake fiance,"['melissajoanhart', 'joeylawrence', 'nicoletubiola', 'burgessjenkins', 'jasonmacdonald']",['giljunger'],"['comedy', 'drama', 'romance']",['hartbreakfilms'],5.5
24418,0.608282,40000000,28169671,cirque du freak vampires assistant,"['johncreilly', 'joshhutcherson', 'chrismassoglia', 'patrickfugit', 'salmahayek']",['paulweitz'],"['adventure', 'fantasy', 'action', 'thriller']",['universalpictures'],5.5
12834,0.606857,9000000,985117,leaves grass,"['susansarandon', 'richarddreyfuss', 'kerirussell', 'melanielynskey', 'edwardnorton']",['timblakenelson'],"['comedy', 'crime', 'drama', 'thriller']","['nuimagefilms', 'grandarmyentertainment', 'class5films', 'millenniumfilms', 'langleyfilms']",5.6
24684,0.60652,7500000,26096852,education,"['careymulligan', 'oliviawilliams', 'petersarsgaard', 'alfredmolina', 'caraseymour']",['lonescherfig'],"['drama', 'romance']",['bbcfilms'],6.8
20829,0.604388,75000000,61458982,funny people,"['adamsandler', 'sethrogen', 'lesliemann', 'ericbana', 'jonahhill']",['juddapatow'],"['comedy', 'drama']","['columbiapictures', 'universalpictures', 'happymadisonproductions', 'relativitymedia', 'apatowproductions']",5.5
39414,0.603274,0,0,paper man,"['jeffdaniels', 'emmastone', 'ryanreynolds', 'lisakudrow', 'kieranculkin']","['kieranmulroney', 'michelemulroney']","['comedy', 'drama']",['kochmedia'],5.6
22947,0.598075,25000000,163670000,air,"['georgeclooney', 'verafarmiga', 'annakendrick', 'jasonbateman', 'melanielynskey']",['jasonreitman'],"['drama', 'romance']",['paramountpictures'],6.6
16577,0.595489,65000000,44091067,astro boy,"['nicolascage', 'kristenbell', 'billnighy', 'donaldsutherland', 'freddiehighmore']",['davidbowers'],"['animation', 'action', 'family', 'sciencefiction']","['theweinsteincompany', 'summitentertainment', 'tezukaproductioncompanyltd', 'imagianimationstudios']",6.0
4959,0.59517,50000000,60161391,international,"['cliveowen', 'naomiwatts', 'arminmuellerstahl', 'ulrichthomsen', 'brã\xadanfobyrne']",['tomtykwer'],"['drama', 'thriller', 'crime']","['studiobabelsberg', 'atlasentertainment', 'mosaicmediagroup', 'xfilmecreativepool']",5.8
26466,0.589183,12000000,0,triangle,"['melissageorge', 'liamhemsworth', 'emmalung', 'rachaelcarpani', 'michaeldorman']",['christophersmith'],['horror'],"['danfilms', 'ukfilmcouncil', 'picturesinparadise', 'pacificfilmandtelevisioncommission', 'iconentertainmentinternational']",7.0
45650,0.582583,0,0,hole,"['chrismassoglia', 'haleybennett', 'nathangamble', 'brucedern', 'teripolo']",['joedante'],"['thriller', 'adventure', 'fantasy']","['boldfilms', 'benderspink']",5.7
28510,0.582225,14000000,875386,universal soldier regeneration,"['jeanclaudevandamme', 'dolphlundgren', 'andreiarlovski', 'mikepyle', 'coreyjohnson']",['johnhyams'],"['adventure', 'action', 'sciencefiction', 'thriller']","['foresightunlimited', 'baumgartenmanagementandproductionsbmp', 'signatureentertainment', 'unisol3distribution']",5.3
13804,0.580292,85000000,363164265,fast furious,"['vindiesel', 'paulwalker', 'jordanabrewster', 'michellerodriguez', 'johnortiz']",['justinlin'],"['action', 'crime', 'drama', 'thriller']","['universalpictures', 'originalfilm', 'oneraceproductions', 'dentsuinc', 'relativitymedia']",6.4
45806,0.577968,0,0,nothing personal,"['stephenrea', 'lotteverbeek', 'tomcharlfa', 'annmariehoran']",['urszulaantoniak'],['drama'],"['fastnetfilms', 'rinkelfilm', 'familyaffairfilms', 'rinkelfilmtvproductionsbv']",6.2
22074,0.576401,20000000,17436509,capitalism love story,"['michaelmoore', 'thorabirch', 'williamblack', 'elijahcummings', 'baronhill']",['michaelmoore'],['documentary'],"['theweinsteincompany', 'paramountvantage']",6.9
19851,0.569571,12000000,0,grey gardens,"['drewbarrymore', 'jessicalange', 'jeannetripplehorn', 'kenhoward', 'kennethwelsh']",['michaelsucsy'],"['drama', 'history', 'tvmovie']","['etceterafilms', 'specialtyfilms', 'locomotive', 'hbofilms']",6.4
14979,0.569435999999999,25000000,0,thick thieves,"['morganfreeman', 'antoniobanderas', 'radhamitchell', 'robertforster', 'radeserbedzija']",['mimileder'],"['action', 'thriller', 'crime']","['revelationsentertainment', 'grosvenorparkmedialtd', 'nuimageentertainmentgmbh', 'millenniumfilms', 'emmettfurlafilms']",5.6
8880,0.566149,40000000,0,che part two,"['beniciodeltoro', 'catalinasandinomoreno', 'frankapotente', 'demiã¡nbichir', 'ã“scarjaenada']",['stevensoderbergh'],"['drama', 'history', 'war']","['wildbunch', 'telecinco', 'laurabickfordproductions', 'morenafilms', 'ministeriodecultura']",6.4
24150,0.565345,15000000,39421467,halloween ii,"['scouttaylorcompton', 'sherimoonzombie', 'tylermane', 'chasewrightvanek', 'braddourif']",['robzombie'],['horror'],"['dimensionfilms', 'spectacleentertainmentgroup', 'trancasinternationalfilms']",5.2
16991,0.554339,0,24007324,observe report,"['sethrogen', 'annafaris', 'michaelpeã±a', 'rayliotta', 'collettewolfe']",['jodyhill'],"['comedy', 'crime', 'drama']","['legendarypictures', 'delinepictures']",5.5
38842,0.551708,22000000,0,middle men,"['lukewilson', 'giovanniribisi', 'gabrielmacht', 'jamescaan', 'jacindabarrett']",['georgegallo'],"['drama', 'comedy', 'crime']","['paramountpictures', 'oxymoronentertainment', 'mallickmedia', 'middlepictures']",6.6
18126,0.549975,35000000,155545279,hannah montana movie,"['mileycyrus', 'billyraycyrus', 'emilyosment', 'jasonearles', 'taylorswift']",['peterchelsom'],"['comedy', 'drama', 'family', 'music', 'romance']","['waltdisneypictures', 'itsalaughproductions', 'millargoughink']",5.8
17336,0.547651,0,32474120,fighting,"['channingtatum', 'terrencehoward', 'zulayhenao', 'rogerguenveursmith', 'brianjwhite']",['ditomontiel'],"['action', 'adventure', 'crime', 'drama', 'thriller']","['paramountpictures', 'universalpictures', 'roguepictures']",5.7
15357,0.544071,15000000,8786375,banlieue  ultimatum,"['cyrilraffaelli', 'davidbelle', 'philippetorreton', 'danielduval', 'elodieyung']",['patrickalessandrin'],"['action', 'thriller', 'crime']","['soficaeuropacorp', 'canal', 'cinã©cinã©ma', 'europacorp', 'tf1international']",5.9
18131,0.54269,8000000,0,baby board,"['heathergraham', 'jerryoconnell', 'johncorbett', 'laraflynnboyle', 'katiefinneran']",['brianherzlinger'],"['comedy', 'romance']","['aplusentertainment', 'bigshotproductions', 'entertainment7']",4.8
20856,0.53923,45000000,57881056,aliens attic,"['carterjenkins', 'austinbutler', 'kevinnealon', 'roberthoffman', 'dorisroberts']",['johnschultz'],"['adventure', 'comedy', 'family', 'fantasy', 'sciencefiction']","['twentiethcenturyfoxfilmcorporation', 'regencyenterprises', 'josephsonentertainment', 'newupstairsproductions', 'upstairscanadaproductions']",5.1
27135,0.53765,12000000,0,telltale,"['joshlucas', 'lenaheadey', 'briancox', 'beatricemiller', 'dallasroberts']",['michaelcuesta'],"['drama', 'horror', 'mystery', 'thriller']","['artinafilms', 'oceanamediafinance', 'poeboyproductions', 'steelcompanythe']",4.8
22051,0.536572,0,2277396,adam,"['hughdancy', 'rosebyrne', 'petergallagher', 'amyirving', 'frankiefaison']",['maxmayer'],"['drama', 'romance']","['vox3films', 'serenadefilms', 'olympuspictures', 'deerpathproductions', 'northwoodproductions']",6.8
34480,0.536552,0,0,descent part ,"['shaunamacdonald', 'nataliemendoza', 'gavinoherlihy', 'krystencummings', 'joshdallas']",['jonharris'],"['adventure', 'horror', 'thriller']",['celadorfilms'],6.0
21407,0.536017,3400000,9444018,collector,"['joshstewart', 'michaelreillyburke', 'andrearoth', 'juanfernã¡ndez', 'madelinezima']",['marcusdunstan'],"['horror', 'thriller']","['fortressfeatures', 'ldentertainment', 'imaginariumentertainmentgroup']",6.2
9503,0.5357069999999989,0,27412220,die pã¤pstin,"['johngoodman', 'johannawokalek', 'davidwenham', 'iainglen', 'edwardpetherbridge']",['sã¶nkewortmann'],['drama'],"['constantinfilm', 'ikirufilms', 'medusafilm', 'arddegetofilm', 'universumfilmufa']",6.3
29483,0.534927,4300000,0,beautiful kate,"['benmendelsohn', 'rachelgriffiths', 'sophielowe', 'bryanbrown', 'maevedermody']",['rachelward'],"['drama', 'foreign', 'mystery']","['beautifulkateproductions', 'dollaustralia', 'newtownfilmsptyltd']",6.2
31723,0.534693,3000000,18097,women trouble,"['carlagugino', 'adriannepalicki', 'conniebritton', 'marleyshelton', 'garcellebeauvais']",['sebastiangutierrez'],"['comedy', 'drama']",['gatonegrofilms'],4.5
22824,0.5291600000000001,10000000,42333295,fourth kind,"['millajovovich', 'willpatton', 'hakeemkaekazim', 'coreyjohnson', 'enzocilenti']",['olatundeosunsanmi'],"['sciencefiction', 'thriller']","['universalpictures', 'sagafilm', 'focusfilms', 'goldcirclefilms', 'chambarapictures']",5.6
35939,0.52377,6000000,0,glorious ,"['romolagarai', 'billnighy', 'juliechristie', 'eddieredmayne', 'junotemple']",['stephenpoliakoff'],"['war', 'drama', 'history', 'thriller']","['bbcfilms', 'ukfilmcouncil', 'quickfirefilms', 'magiclightpictures', 'talkbackthames']",5.1
36691,0.520419,15000000,5024782,solitary man,"['michaeldouglas', 'jesseeisenberg', 'susansarandon', 'marylouiseparker', 'jennafischer']","['briankoppelman', 'davidlevien']","['comedy', 'drama', 'romance']","['smartestmanproductions', 'millenniumfilms', 'paulschiffproductions']",5.7
35052,0.518084,0,0,cracks,"['evagreen', 'junotemple', 'marã\xadavalverde', 'imogenpoots', 'ellienunn']",['jordanscott'],"['drama', 'mystery', 'thriller']","['elementpictures', 'antena3films', 'futurefilms']",6.5
71883,0.515547,0,0,redline,"['takuyakimura', 'yuaoi', 'tadanobuasano', 'takeshiaono', 'tatsuyagashã»in']",['takeshikoike'],"['fantasy', 'drama', 'action', 'thriller', 'animation']","['madhouse', 'tohokushinshafilm']",7.2
42171,0.5137390000000001,0,0,infidel,"['archiepanjabi', 'omiddjalili', 'igalnaor', 'stewartscudamore', 'jamesfloyd']",['joshappignanesi'],"['comedy', 'drama']","['thesaltcompanyinternational', 'slingshotproductions', 'ombadsman']",5.9
38542,0.510379,800000,867714,disappearance alice creed,"['gemmaarterton', 'martincompston', 'eddiemarsan']",['jblakeson'],"['crime', 'drama', 'thriller']","['isleofmanfilm', 'cinemanx']",6.3
16558,0.508705,78146652,60000000,duplicity,"['cliveowen', 'juliaroberts', 'paulgiamatti', 'tomwilkinson', 'lisarobertsgillan']",['tonygilroy'],['thriller'],"['universalpictures', 'laurabickfordproductions', 'relativitymedia', 'medienproduktionposeidonfilmgesellschaft']",5.5
53729,0.507995,3500000,0,wild cherry,"['rumerwillis', 'kristincavallari', 'taniaraymonde', 'robschneider', 'ryanmerriman']",['danalustig'],['comedy'],"['redwoodpalmspictures', 'byronamartinproductions', 'rampageentertainment', 'farpointfilms']",5.2
22855,0.502164,0,0,supermanbatman public enemies,"['kevinconroy', 'timdaly', 'clancybrown', 'levarburton', 'xanderberkeley']",['samliu'],"['animation', 'action', 'adventure']","['dccomics', 'warnerpremiere']",6.8
28739,0.501753,10000000,0,cabin fever  spring fever,"['riderstrong', 'noahsegan', 'alexiwasser', 'rustykelley', 'marcsenter']",['tiwest'],['horror'],"['tonicfilms', 'wingmanproductions', 'tunnelpost', 'proudmaryentertainment', 'aloeentertainment']",4.0
22640,0.495483,5100000,0,shrink,"['kevinspacey', 'markwebber', 'kekepalmer', 'jackhuston', 'pelljames']",['jonaspate'],"['comedy', 'drama']",['igniteentertainment'],6.0
13975,0.493969,0,0,electric mist,"['tommyleejones', 'johngoodman', 'petersarsgaard', 'kellymacdonald', 'marysteenburgen']",['bertrandtavernier'],"['thriller', 'drama', 'crime', 'mystery']","['tf1international', 'ithacapictures', 'littlebear']",6.0
15359,0.492691,0,0,wonder woman,"['kerirussell', 'nathanfillion', 'alfredmolina', 'rosariodawson', 'virginiamadsen']",['laurenmontgomery'],"['action', 'adventure', 'animation', 'sciencefiction']","['dccomics', 'warnerbrosanimation']",7.2
29963,0.492366,8500000,4440055,bright star,"['abbiecornish', 'benwhishaw', 'paulschneider', 'kerryfox', 'ediemartin']",['janecampion'],"['drama', 'romance']","['bbcfilms', 'pathã©rennproductions', 'ukfilmcouncil', 'screenaustralia', 'australianfilmfinancecorporationaffc']",6.3
80527,0.487353,0,0,stargate sg children gods,"['richarddeananderson', 'michaelshanks', 'amandatapping', 'christopherjudge', 'donsdavis']",['mariophilipazzopardi'],"['adventure', 'thriller', 'sciencefiction']",['metrogoldwynmayermgm'],6.7
26920,0.48705,0,0,assassins creed lineage,"['romanoorzari', 'manueltadros', 'jesserath', 'devonbostick', 'alexivanovici']",['yvessimoneau'],"['action', 'drama', 'history']",['ubisoft'],6.8
25602,0.486687,10000000,0,ninja,"['scottadkins', 'toddjensen', 'tsuyoshiihara', 'mikahijii', 'togoigawa']",['isaacflorentine'],"['action', 'crime', 'drama', 'thriller']","['nuimagefilms', 'millenniumfilms']",5.4
24833,0.486267,0,0,santa buddies,"['georgewendt', 'craiganton', 'charissebaker', 'andrewastor', 'dannywoodburn']",['robertvince'],['adventure'],"['waltdisneystudioshomeentertainment', 'keypixproductions', 'keystoneentertainment', 'santabuddiesproductions']",4.8
16614,0.480074,9500000,17164377,adventureland,"['jesseeisenberg', 'kristenstewart', 'martinstarr', 'kristenwiig', 'billhader']",['gregmottola'],['comedy'],"['miramaxfilms', 'sidneykimmelentertainment', 'thisisthatproductions']",6.3
12569,0.478888,8000000,10848783,extract,"['jasonbateman', 'milakunis', 'kristenwiig', 'benaffleck', 'jksimmons']",['mikejudge'],['comedy'],['miramaxfilms'],5.8
22620,0.477243,0,0,scoobydoo mystery begins,"['frankwelker', 'hayleykiyoko', 'katemelton', 'nickpalatas', 'robbieamell']",['brianlevant'],"['mystery', 'animation', 'comedy', 'fantasy']",['warnerpremiere'],5.5
34769,0.476687,3500000,44462,defendor,"['woodyharrelson', 'katdennings', 'eliaskoteas', 'sandraoh', 'clarkjohnson']",['peterstebbings'],"['drama', 'action', 'comedy', 'crime']","['alliancefilms', 'dariusfilms', 'insightfilmreleasing']",6.3
30844,0.475826,0,0,beauty beast,"['estellawarren', 'rhettgiles', 'victorparascos', 'vanessagray', 'tonybellette']",['davidlister'],['fantasy'],['limelightproductions'],5.6
23568,0.474515,0,0,american virgin,"['robschneider', 'jennadewan', 'chaseryanjeffery', 'briannedavis', 'elanmossbachrach']",['clarekilner'],['comedy'],"['taxcreditfinance', 'domainentertainmentmichigan']",5.3
10197,0.472113,80000000,53825515,nine,"['judidench', 'danieldaylewis', 'marioncotillard', 'penã©lopecruz', 'sophialoren']",['robmarshall'],"['drama', 'music', 'romance']","['theweinsteincompany', 'relativitymedia']",5.0
291092,0.472064,0,0,red riding year lord ,"['davidmorrissey', 'lisahoward', 'chriswalker', 'shaundooley', 'jimcarter']",['anandtucker'],"['thriller', 'crime', 'drama', 'mystery']","['revolutionfilms', 'channelfourfilms', 'screenyorkshire', 'lipsyncproductions']",6.0
28089,0.471747,6500000,1521261,messenger,"['benfoster', 'woodyharrelson', 'jenamalone', 'eamonnwalker', 'samanthamorton']",['orenmoverman'],"['drama', 'history']",['oscilloscopelaboratories'],6.9
19904,0.471412,0,0,stepfather,"['dylanwalsh', 'selaward', 'pennbadgley', 'amberheard', 'sherrystringfield']",['nelsonmccormick'],"['horror', 'thriller', 'mystery']",['screengems'],5.6
28677,0.47064,6300000,0,without paddle natures calling,"['oliverjames', 'kristopherturner', 'rikyoung', 'madisonriley', 'ambermcdonald']",['elloryelkayem'],"['action', 'adventure', 'comedy']",['paramounthomeentertainment'],5.5
19255,0.461154,17000000,14899417,away go,"['johnkrasinski', 'mayarudolph', 'carmenejogo', 'catherineohara', 'jeffdaniels']",['sammendes'],"['drama', 'comedy', 'romance']","['bigbeachproductions', 'nealstreetproductions']",6.6
23049,0.458932,17000000,20455276,life ruins,"['niavardalos', 'richarddreyfuss', 'alexisgeorgoulis', 'alistairmcgowan', 'harlandwilliams']",['donaldpetrie'],"['comedy', 'romance']","['foxsearchlightpictures', '26films']",5.7
10024,0.457298,30000000,95714875,sisters keeper,"['camerondiaz', 'alecbaldwin', 'abigailbreslin', 'joancusack', 'sofiavassilieva']",['nickcassavetes'],['drama'],"['markjohnsonproductions', 'granviaproductions', 'curmudgeonfilms']",7.0
45098,0.454896,0,0,seulpeumboda deo seulpeun iyagi,"['leeboyoung', 'leebeomsoo', 'jonghakchoi', 'wunghoegu', 'cheolhyeongim']",['taeyeonwon'],"['drama', 'foreign', 'romance']",['corecontentsmedia'],7.0
38780,0.452402,0,0,rampage,"['brendanfletcher', 'shaunsipos', 'michaelparã©', 'lyndaboyd', 'mattfrewer']",['uweboll'],"['action', 'drama', 'crime', 'thriller']","['bollkinobeteiligungsgmbhcokg', 'brightlightpictures', 'pitchblackpicturesinc', 'eventfilmdistribution', 'amokproductions']",6.0
23128,0.449535,0,1162422,cove,"['joechisholm', 'mandyraecruikshank', 'charleshambleton', 'simonhutchins', 'kirkkrack']",['louiepsihoyos'],['documentary'],"['diamonddocs', 'fishfilms', 'oceanicpreservationsociety', 'quickfirefilms', 'participantmedia']",7.9
17332,0.4471060000000001,60000000,31720158,soloist,"['robertdowneyjr', 'jamiefoxx', 'catherinekeener', 'nelsanellis', 'michaelbunin']",['joewright'],['drama'],['dreamworks'],6.5
278604,0.442826,0,0,family guy presents something something something dark side,"['sethmacfarlane', 'alexborstein', 'sethgreen', 'milakunis', 'hjonbenjamin']",['dominicpolcino'],"['sciencefiction', 'animation', 'comedy']",['2thcenturyfoxtelevision'],7.2
13207,0.441444,19000000,91379051,friday th,"['derekmears', 'jaredpadalecki', 'daniellepanabaker', 'amandarighetti', 'travisvanwinkle']",['marcusnispel'],['horror'],['newlinecinema'],5.6
15577,0.438147,25000000,1037335,crossing,"['harrisonford', 'rayliotta', 'ashleyjudd', 'jimsturgess', 'cliffcurtis']",['waynekramer'],['drama'],"['kennedymarshallcompanythe', 'movieprose', 'cofilms']",5.8
18405,0.4346600000000001,0,0,last house left,"['tonygoldwyn', 'monicapotter', 'sarapaxton', 'marthamacisaac', 'spencertreatclark']",['dennisiliadis'],"['crime', 'thriller', 'horror', 'drama']","['roguepictures', 'filmafrika', 'seanscunninghamfilms']",6.1
37080,0.430617,7000000,0,mother child,"['naomiwatts', 'samuelljackson', 'annettebening', 'carlagallo', 'kerrywashington']",['rodrigogarcã\xada'],"['drama', 'romance']","['mockingbirdpictures', 'everestentertainment']",6.7
34003,0.430112,0,0,turtles forever,"['michaelsinterniklaas', 'waynegrayson', 'samriegel', 'frankfrankson', 'darrendunstan']","['royburdine', 'lloydgoldfine']","['sciencefiction', 'adventure', 'animation', 'action', 'family']",['dongwooanimation'],5.7
25941,0.429492,7300000,10329747,harry brown,"['michaelcaine', 'emilymortimer', 'iainglen', 'leeoakes', 'liamcunningham']",['danielbarber'],"['thriller', 'crime', 'drama', 'action']","['hanwayfilms', 'ukfilmcouncil', 'marvfilms']",6.6
19959,0.427479,80000000,122444772,surrogates,"['brucewillis', 'radhamitchell', 'rosamundpike', 'jamescromwell', 'vingrhames']",['jonathanmostow'],"['action', 'sciencefiction', 'thriller']","['touchstonepictures', 'mandevillefilms', 'wintergreenproductions', 'topshelfproductions']",5.7
22164,0.426762,3700000,0,blood bone,"['michaeljaiwhite', 'juliansands', 'eamonnwalker', 'dantebasco', 'nonagaye']",['benramsey'],"['drama', 'action', 'thriller']","['michaelmailerfilms', 'remarkablefilms']",6.9
19794,0.426316,0,0,labor pains,"['lindsaylohan', 'aaronyoo', 'cherylhines', 'janeanegarofalo', 'bonniesomerville']",['larashapiro'],"['comedy', 'romance']","['nuimagefilms', 'millenniumfilms', 'overnightfilms']",5.3
15268,0.426205,50000000,12764201,street fighter legend chunli,"['kristinkreuk', 'chrisklein', 'nealmcdonough', 'michaelclarkeduncan', 'moonbloodgood']",['andrzejbartkowiak'],"['action', 'adventure', 'sciencefiction', 'thriller']","['twentiethcenturyfoxfilmcorporation', 'hydeparkfilms']",4.1
15189,0.424415,35000000,73034460,hotel dogs,"['emmaroberts', 'jaketaustin', 'doncheadle', 'johnnysimmons', 'kylapratt']",['thorfreudenthal'],"['comedy', 'family']","['dreamworksskg', 'nickelodeonmovies']",5.6
30431,0.421521,0,0,creation,"['paulbettany', 'jenniferconnelly', 'marthawest', 'jeremynortham', 'tobyjones']",['jonamiel'],"['drama', 'history']","['bbcfilms', 'hanwayfilms', 'ukfilmcouncil', 'oceanpictures', 'recordedpicturecompanyrpc']",6.3
25968,0.42089,9000000,0,veronika decides die,"['sarahmichellegellar', 'davidthewlis', 'jonathantucker', 'erikachristensen', 'melissaleo']",['emilyyoung'],"['drama', 'romance']","['velvetsteamrollerentertainment', 'dashfilms', 'futurefilms', 'museproductions', 'palmstarmedia']",5.9
16418,0.417384,0,0,barbie presents thumbelina,"['kellysheridan', 'annacummer', 'kellymetzger', 'tabithastgermain', 'cathyweseluck']",['conradhelten'],"['animation', 'family']",['rainmakerentertainment'],5.6
29917,0.416013,0,0,exam,"['lukemably', 'adarbeck', 'chriscarey', 'gemmachan', 'nathaliecox']",['stuarthazeldine'],"['thriller', 'mystery']","['hazeldinefilms', 'bedlamproductions']",6.6
17335,0.415099,20000000,73830340,obsessed,"['beyoncã©knowles', 'idriselba', 'alilarter', 'jerryoconnell', 'bonnieperlman']",['steveshill'],"['drama', 'thriller']",['sonypictures'],5.5
11928,0.4149100000000001,15000000,113221,tetro,"['vincentgallo', 'maribelverdãº', 'klausmariabrandauer', 'aldenehrenreich', 'silviapã©rez']",['francisfordcoppola'],"['drama', 'mystery']","['americanzoetrope', 'bimdistribuzione', 'tornasolfilms', 'zoetropeargentina']",6.7
25754,0.249818,4500000,0,children corn,"['davidanders', 'kandysemcclure', 'danielnewman', 'prestonbailey', 'lexiebehr']",['donaldpborchers'],"['drama', 'horror', 'thriller']",['childrenofthecornproductions'],4.2
